"18454,""50"",""mesnil-vigot"",""LE MESNIL-VIGOT"",""le mesnil vigot"",""Le Mesnil-Vigot"",""L5254123"",""LMSNLFKT"",""50570"",""325"",""50325"",""4"",""21"",""6"",""261"",""214"",""300"",""80"",""3.26"",""-1.28333"",""49.15"",""-4020"",""54617"",""-11655"",""490920"",""2"",""37"""
"18455,""50"",""saint-jean-des-baisants"",""SAINT-JEAN-DES-BAISANTS"",""saint jean des baisants"",""Saint-Jean-des-Baisants"",""S53253212532"",""SNTJNTSBSNTS"",""50810"",""492"",""50492"",""4"",""46"",""6"",""1203"",""994"",""1200"",""89"",""13.37"",""-0.966667"",""49.1"",""-3678"",""54548"",""-05827"",""490535"",""50"",""217"""
"18456,""50"",""saint-nicolas-de-pierrepont"",""SAINT-NICOLAS-DE-PIERREPONT"",""saint nicolas de pierrepont"",""Saint-Nicolas-de-Pierrepont"",""S535242316153"",""SNTNKLSTPRPNT"",""50250"",""528"",""50528"",""3"",""16"",""6"",""262"",""250"",""200"",""32"",""8.13"",""-1.58333"",""49.3167"",""-4359"",""54804"",""-13514"",""491924"",""7"",""123"""
"18457,""50"",""plomb"",""PLOMB"",""plomb"",""Plomb"",""P451"",""PLM"",""50870"",""406"",""50406"",""1"",""01"",""6"",""403"",""367"",""400"",""49"",""8.16"",""-1.3"",""48.7333"",""-4043"",""54145"",""-11809"",""484349"",""14"",""148"""
"18458,""50"",""saint-jean-de-savigny"",""SAINT-JEAN-DE-SAVIGNY"",""saint jean de savigny"",""Saint-Jean-de-Savigny"",""S532532125"",""SNTJNTSFKN"",""50680"",""491"",""50491"",""4"",""31"",""6"",""381"",""278"",""400"",""50"",""7.58"",""-0.983333"",""49.2"",""-3699"",""54661"",""-05934"",""491140"",""17"",""101"""
"18459,""50"",""fierville-les-mines"",""FIERVILLE-LES-MINES"",""fierville les mines"",""Fierville-les-Mines"",""F614252"",""FRFLLSMNS"",""50580"",""183"",""50183"",""2"",""03"",""6"",""311"",""252"",""300"",""41"",""7.44"",""-1.66667"",""49.3833"",""-4451"",""54879"",""-14010"",""492327"",""22"",""108"""
"18460,""50"",""omonville-la-rogue"",""OMONVILLE-LA-ROGUE"",""omonville la rogue"",""Omonville-la-Rogue"",""O51462"",""OMNFLLRK"",""50440"",""386"",""50386"",""2"",""04"",""6"",""524"",""522"",""500"",""122"",""4.29"",""-1.85"",""49.7"",""-4644"",""55225"",""-15036"",""494209"",""0"",""133"""
"18461,""50"",""vindefontaine"",""VINDEFONTAINE"",""vindefontaine"",""Vindefontaine"",""V531535"",""FNTFNTN"",""50250"",""642"",""50642"",""3"",""16"",""6"",""312"",""273"",""300"",""38"",""8.13"",""-1.41667"",""49.3333"",""-4172"",""54820"",""-12507"",""492017"",""2"",""41"""
"18462,""50"",""videcosville"",""VIDECOSVILLE"",""videcosville"",""Videcosville"",""V3214"",""FTKSFL"",""50630"",""634"",""50634"",""2"",""30"",""6"",""87"",""80"",""100"",""34"",""2.51"",""-1.36667"",""49.5667"",""-4119"",""55071"",""-12216"",""493348"",""39"",""87"""
"18463,""50"",""annoville"",""ANNOVILLE"",""annoville"",""Annoville"",""A514"",""ANFL"",""50660"",""015"",""50015"",""3"",""23"",""6"",""632"",""547"",""600"",""74"",""8.47"",""-1.53333"",""48.9667"",""-4301"",""54403"",""-13203"",""485745"",""4"",""58"""
